8.643147e-001	5.968810e-001	7.216407e-001	8.539689e-001	1.467940e-002	1.264687e-001	7.079073e-001	6.171453e-001	2.175665e-001	6.595050e-002	
1.689199e-001	6.241035e-001	3.409833e-001	3.194067e-001	3.675649e-001	6.610004e-001	8.023927e-001	8.068789e-001	5.265358e-001	6.111026e-001	
7.981811e-001	9.006012e-001	1.448103e-001	6.301767e-001	4.024171e-001	2.537004e-001	1.365398e-001	8.551897e-001	6.616413e-002	4.278085e-001	
5.733512e-001	3.022858e-001	5.480514e-001	2.255623e-001	3.113498e-001	1.106296e-001	8.080386e-001	1.347087e-001	2.842494e-001	7.881100e-001	
8.952300e-001	7.896359e-001	7.437971e-001	6.152226e-001	3.611255e-001	8.566546e-001	2.284921e-001	8.635823e-001	2.294382e-001	2.495499e-001	
5.424055e-001	9.848323e-001	5.380413e-002	8.142338e-002	5.246742e-001	4.268014e-001	9.466842e-002	2.587970e-001	8.915372e-001	2.327647e-001	
1.465499e-001	1.250954e-001	9.316385e-001	8.011109e-002	4.709006e-002	5.871761e-002	3.364055e-001	9.147008e-001	3.986023e-001	4.327830e-001	
9.461653e-001	8.371838e-001	5.342265e-001	8.420972e-001	6.935331e-001	3.976867e-001	2.591632e-001	4.333628e-003	5.255898e-001	9.548021e-001	
3.986938e-001	2.410962e-001	5.855586e-001	2.551347e-001	6.840114e-001	9.452803e-001	4.354991e-001	8.902249e-001	7.171850e-003	9.409772e-001	
6.015503e-001	7.861568e-001	5.766778e-001	1.424299e-001	2.223273e-001	3.830073e-001	4.272591e-003	4.179205e-001	8.224738e-002	6.599322e-001	
8.550981e-001	6.485183e-002	8.110599e-001	6.620685e-001	6.914884e-001	8.026978e-001	5.301370e-001	6.856288e-001	1.427656e-001	6.895047e-001	
7.278970e-001	7.777337e-001	3.106784e-002	8.686789e-001	6.445204e-001	7.065645e-001	8.545183e-002	5.519883e-001	9.479049e-001	5.877865e-002	
2.749718e-001	1.451765e-001	9.817804e-001	6.199835e-001	2.922452e-001	9.224830e-001	3.675344e-001	6.945402e-001	2.186346e-001	1.559191e-001	
2.405469e-001	5.214393e-001	9.022797e-001	1.064180e-001	9.026460e-001	4.417249e-001	8.011109e-002	7.820978e-001	1.717887e-001	9.743950e-001	
7.758721e-001	8.703879e-001	2.106388e-001	4.566179e-001	3.753777e-003	7.506333e-001	1.140477e-001	4.047060e-001	3.111362e-001	9.926145e-001	
3.857540e-002	2.520829e-001	1.892758e-001	2.476882e-001	1.535081e-001	6.203192e-001	8.853725e-001	9.390851e-001	1.956542e-001	7.796564e-001	
6.455580e-001	6.567583e-001	9.091464e-001	4.554582e-001	9.212928e-001	6.641743e-001	1.507614e-001	6.363414e-001	5.695364e-001	4.220405e-001	
9.430219e-001	5.405744e-001	5.785699e-001	5.364544e-001	2.552873e-001	3.969543e-001	3.502609e-001	3.662221e-002	7.952513e-001	1.965087e-001	
7.028413e-002	3.894162e-001	5.907468e-001	7.092502e-002	1.976684e-001	1.558885e-001	6.443373e-001	4.543291e-001	6.042970e-001	6.973479e-001	
4.412976e-001	6.844691e-001	3.965270e-001	8.357189e-001	5.922117e-001	1.995911e-001	9.494613e-001	8.760033e-001	3.917051e-001	9.874569e-001	
1.853084e-001	8.957183e-001	5.744499e-001	4.420606e-001	6.273385e-001	7.085177e-001	4.962310e-002	2.855617e-001	2.602008e-001	4.076357e-001	
8.953215e-001	7.101962e-001	7.284463e-001	8.960540e-001	3.935667e-001	3.974120e-001	9.038667e-001	3.086032e-001	3.881039e-001	5.705741e-001	
3.535569e-001	7.336955e-001	7.453536e-001	7.363811e-001	7.394330e-001	1.393170e-001	2.001709e-001	2.725913e-001	6.804407e-001	9.111301e-001	
3.678396e-001	5.176550e-001	1.093783e-001	9.074374e-001	2.030702e-001	5.179601e-001	6.548357e-001	4.385205e-001	6.876431e-001	9.042634e-002	
7.956175e-002	7.577746e-002	2.780236e-002	3.550829e-001	3.072298e-001	6.972869e-001	1.426740e-001	3.948485e-001	6.784265e-002	6.757408e-001	
7.249367e-001	1.987060e-001	6.940214e-001	6.157109e-001	6.548967e-001	5.439924e-001	9.830012e-002	5.453658e-001	4.962310e-002	9.745781e-001	
4.640339e-001	9.699698e-001	7.278665e-001	5.309610e-001	6.799219e-001	6.928007e-001	3.721122e-001	3.886227e-001	4.995880e-002	8.097781e-001	
1.695608e-001	6.082339e-002	3.105564e-001	7.844783e-001	2.124699e-001	3.219092e-001	4.846644e-001	9.155553e-003	4.398633e-001	5.078585e-001	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	
1.226870e-001	6.682470e-002	6.533809e-002	5.543721e-002	4.166878e-002	4.029152e-002	3.405957e-002	3.155174e-002	1.872290e-002	5.707730e-003	

 8	5	9	4 
